image_path,label,split,source,ood_type,ood_subtype,source_dataset,source_url,license_status,source_split,source_image_hash,parent_image_hash,synthetic_transform,severity,notes
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000001.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,d931a2c439f4dfe18ec87705252d136acc05656557bce66e58cd435851a63d57,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000002.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,8036792207ae54b08c375b64152727f200e390c348b35f4a09258947306a62b2,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000004.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,7f4cb1360ba0dfa8166f526bc0457e5a513e2b6a763e12d7da5ab1328ee4c6cb,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000005.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,b12051f7f972b51f43df53fd09f14c628ee31635fb1d6b508d435a2e6697a2c7,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000006.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,5c1226e52bd40979190594d66575b5bb0cde930df2dca45aea0d532614dac6cf,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000007.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,a76ac4a1dc46e56febed749640a64ca5bfb36a320301014e8397c236bacbdd84,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000008.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,d782c56d30ecb5784ef4a0271f8a609062d24775c280711eaf2804693ac8928f,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000011.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,6f13d44fb1a0ebc8b61eecd3d200b4765bfd5e7175ea2b135960d66f64da6ac1,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000014.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,061e7724d44805c7bded58ffdc62301c41c149df03a4dc05bf16e1476881da59,,,,public/prepared OOD source; verify license before dissertation submission
images/dissertation_v1/ood/modality_shift/colour_fundus/colour_fundus_000017.png,1,train,public_modality_shift,modality_shift,colour_fundus,prepared_colour_fundus,,pending_manual_review,test,4bcf81ba95bf2b20ccb0e6e82174fa1219c67cda14b0b9c25a6c3416bd44da87,,,,public/prepared OOD source; verify license before dissertation submission
