image_path,label,ood_type,ood_subtype,score,pc1,pc2,mahalanobis_percentile,feature_config
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000000.png,0,id,id,26.99089813232422,-2.1834248260364753,-1.2813792200560028,0.05555555555555555,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000001.png,0,id,id,20.340639114379883,-4.396281144566888,2.8130395968978057,0.008888888888888889,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000002.png,0,id,id,21.901290893554688,-2.825395390170972,1.516424173833553,0.015555555555555555,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000003.png,0,id,id,22.866056442260746,-4.877724069197449,3.1995396195908046,0.020555555555555556,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000004.png,0,id,id,26.94935607910156,-0.31570306229418504,-2.237817483457279,0.05388888888888889,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000005.png,0,id,id,24.130346298217773,-5.045290541173211,3.1661122484742568,0.026111111111111113,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000006.png,0,id,id,24.705820083618164,-3.281060846234489,0.7155611546666729,0.03166666666666667,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000007.png,0,id,id,29.51821517944336,-0.19110347835087216,-4.225966345890805,0.08277777777777778,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000008.png,0,id,id,26.72270393371582,-0.8713842127773581,-1.7881761749108342,0.050555555555555555,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000009.png,0,id,id,33.101036071777344,-1.6906739726699076,0.9548121769777125,0.12111111111111111,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000010.png,0,id,id,29.8754940032959,-3.4765119190731424,1.987840970472538,0.08722222222222223,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000011.png,0,id,id,22.60093688964844,-2.8629493763602776,0.5902531263013575,0.01888888888888889,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000012.png,0,id,id,21.621761322021484,-0.3165034752142209,-3.216526885804363,0.013888888888888888,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000013.png,0,id,id,24.079532623291016,-2.863556142221785,1.4103598987570827,0.025,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000014.png,0,id,id,36.04105758666992,-0.7392251767287285,-0.9254973765113246,0.14444444444444443,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000015.png,0,id,id,29.317081451416016,-2.9187841645325645,0.5328365056856526,0.08,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000016.png,0,id,id,27.968402862548828,-4.388477927042409,2.116825670958609,0.06388888888888888,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000017.png,0,id,id,32.41358184814453,0.2468464932913392,-1.4397890366616566,0.11611111111111111,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000018.png,0,id,id,37.587181091308594,0.7750782465687942,-1.2666143872827407,0.15888888888888889,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000019.png,0,id,id,29.33699607849121,-0.9978030100027536,-1.5791752985529754,0.08055555555555556,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000020.png,0,id,id,21.11034202575684,-4.042282607821874,2.08618774728212,0.010555555555555556,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000021.png,0,id,id,26.88397789001465,0.04686497369856167,-3.192948161230429,0.05277777777777778,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000022.png,0,id,id,30.634334564208984,-2.0097247338285733,-0.35758723039064516,0.095,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000023.png,0,id,id,20.595577239990234,-4.1680878673838535,1.3533050826885444,0.009444444444444445,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000024.png,0,id,id,19.11536979675293,-4.256315683009193,2.8488148170050502,0.005555555555555556,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000025.png,0,id,id,29.165428161621094,-4.068591853026805,2.5763940614340344,0.07666666666666666,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000026.png,0,id,id,26.61278915405273,-2.9175864286547446,0.3991257197209697,0.049444444444444444,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000027.png,0,id,id,21.114843368530277,-4.216804813149568,2.058072104537038,0.011111111111111112,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000028.png,0,id,id,26.956375122070312,-0.16148055399676434,-3.9567874590571526,0.05444444444444444,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000029.png,0,id,id,19.00044250488281,-4.2462457129773385,3.128941810204402,0.005,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000030.png,0,id,id,31.31962203979492,1.3547428231551628,-2.6953873087786193,0.10277777777777777,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000031.png,0,id,id,30.68084526062012,-0.8999291243381466,-2.5790697579756894,0.09666666666666666,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000032.png,0,id,id,29.08566093444824,1.1002753912710141,-4.592072843878559,0.075,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000033.png,0,id,id,26.178186416625977,-2.301763433292573,-0.4396853973589325,0.045,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000034.png,0,id,id,25.714826583862305,-3.7403827692909943,1.7302796810134669,0.04,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000035.png,0,id,id,22.25813102722168,-3.7915693984844094,2.457274620936829,0.017222222222222222,resnet50_layer3_global_pool
images/dissertation_v1/id/test_synthetic_fallback/id_test_synthetic_fallback_000036.png,0,id,id,19.862274169921875,0.5276632796458248,-4.27743328153876,0.007222222222222222,resnet50_layer3_global_pool
